gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,artfs,at,bkvlps,che,cogs,cshfd,csho,dlc,dltt,dt,dvc,ebit,ebitda,emp,epsfx,fincf,invt,ivncf,lct,lt,ni,oancf,pstk,revt,sale,seq,wcap,xint,xopr,costat,prcc_f,naics
187285,20140831,2014,INDL,C,D,STD,USD,,32.424,0.5729,28.002,28.544,36.206,48.193,0.07,0.018,0.088,0,-27.657,-26.14,0.081,-0.81,20.592,0.084,-3.589,4.722,4.815,-29.321,-22.563,0,2.404,2.404,27.609,24.607,0.068,28.544,A,0.54,1114
187287,20140930,2014,INDL,C,D,STD,USD,,0.478,-0.0041,0.001,0.02,16.592,25.62,0.248,0.009,0.257,0,-0.458,-0.426,0.001,-0.08,0.324,0,-0.14,0.561,0.582,-1.245,-0.311,0,0.097,0.097,-0.104,-0.532,0.787,0.523,A,0.0259,211111
187290,20141231,2014,INDL,C,D,STD,USD,,,,,,,10.095,,,,,,,,,,,,,,,,,,,,,,,A,16.65,525990
187294,20150331,2014,INDL,C,D,STD,CAD,,126.35,1.2591,30.694,12.632,98.797,98.795,0,0,0,0,-19.601,-19.497,0.027,-0.2,0,0,8.092,1.961,1.961,-19.343,-9.198,0,0,0,124.389,41.446,0,19.497,A,0.31,212210
187298,20141231,2014,INDL,C,D,STD,USD,,,,,,,6.441,,,,,,,,,,,,,,,,,,,,,,,A,16.54,525910
187299,20141231,2014,INDL,C,D,STD,USD,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,A,28.1,525910
187303,20141231,2014,INDL,C,D,STD,USD,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,A,10.43,525910
187318,20150331,2014,INDL,C,D,STD,USD,,0,-0.0649,0,0,19.981,20.105,0,0.599,0.599,0,-2.476,-2.476,0,-0.14,0.231,0,0,0.706,1.305,-2.63,-0.231,0,0,0,-1.305,-0.706,0.117,2.476,A,1.95,211111
187321,20141231,2014,INDL,C,D,STD,USD,,141.862,3.2427,103.174,10.477,35.993,35.418,0,0,0,0,-1.764,-0.524,0.626,0.03,-9.592,0.238,-3.777,26.727,26.727,1.006,2.401,0,47.209,47.209,114.851,92.575,,47.733,A,3.45,511210
187342,20141231,2014,INDL,C,D,STD,CAD,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,I,7.68,
187343,20141231,2014,INDL,C,D,STD,CAD,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,A,4.35,525910
187347,20141231,2014,INDL,C,D,STD,USD,,2.258,-0.0117,0.311,0,738.951,842.191,0,0,0,0,-21.354,-21.201,0.01,-0.04,12.047,0,-1.535,6.329,6.329,-27.277,-11.331,5.22,0,0,-4.071,-5.917,0.813,21.201,A,0.0822,325414
187348,20141231,2014,INDL,C,D,STD,USD,,0.879,0.0069,0.346,0.324,15.362,16.907,0,0,0,0,-5.216,-5.212,0.003,-0.34,1.785,0.445,-0.002,0.762,0.762,-5.215,-1.445,0,0.324,0.324,0.117,0.113,0,5.536,A,0.2,312111
187350,20141231,2014,INDL,C,D,STD,USD,,0.898,0.0236,0.04,0.419,14.231,16.934,0.129,0,0,0,-6.212,-6.191,0.005,-0.5,2.781,0.174,-0.012,0.498,0.498,-7.218,-2.733,0,0.239,0.239,0.4,0.331,0.009,6.43,A,2.5,335210
187352,20140630,2014,INDL,C,D,STD,USD,,0.101,-0.5621,0,0,103.125,103.125,1.231,0,0,0,-0.545,-0.545,0.007,-0.46,0.465,0,0,58.065,58.065,-47.77,-0.493,0,0,0,-57.964,-57.964,47.226,0.545,A,0.015,325510
187356,20140630,2014,INDL,C,D,STD,USD,,0.091,-0.2677,0,0.087,10.539,10.539,1.061,0,0,0,-0.726,-0.723,0,-0.07,-0.074,0.069,0,2.912,2.912,-0.756,-0.085,0,0.071,0.071,-2.821,-2.821,0.12,0.794,A,0.0199,4241
187357,20141231,2014,INDL,C,D,STD,USD,,10.103,0.0738,6.522,2.846,63.4,57.698,0.054,0.007,0.061,0,-4.646,-4.451,0.092,0.05,10.984,0,-0.778,2.527,5.844,3.184,-4.214,0,8.322,8.322,4.259,6.403,0.025,12.773,A,0.28,519130
187363,20141231,2014,INDL,C,D,STD,USD,,2227.597,1.1315,1083.932,1497.581,674.832,674.169,14.872,23.387,38.259,0,-13.573,131.348,11.843,-0.11,-194.156,57.134,-229.456,1325.596,1462.653,-73.09,288.824,0,3191.688,3191.688,762.826,75.733,0.907,3060.34,A,8.26,519130
187365,20141231,2014,INDL,C,D,STD,CAD,,533.829,0.2364,100.979,179.862,368.105,370.581,0,310.319,310.319,0,-148.308,-86.17,,-0.37,-30.025,1.094,3.412,37.405,446.24,-138.574,40.367,0,105.01,105.01,87.589,85.465,37.452,191.18,A,0.06,211111
187366,20150331,2014,INDL,C,D,STD,USD,,0.01,-0.0249,0.002,0,229.162,249.95,0.51,0,0,0,-1.094,-1.094,0.002,0,0,0,0,6.447,6.447,-1.111,0,0,0,0,-6.235,-6.437,0.16,1.094,A,0.0228,22111
187367,20141231,2014,INDL,C,D,STD,CAD,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,A,4.05,
187368,20150331,2014,INDL,C,D,STD,USD,,0.27,-13.3316,0.07,6.718,1.319,1.541,12.025,0.287,8.154,0,-6.777,-6.718,0.009,-10.61,2.839,0,0,17.388,20.813,-13.886,-2.769,0.001,0,0,-20.543,-17.282,4.616,6.718,A,10,325414
187370,20141231,2014,INDL,C,D,STD,CAD,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,I,10.22,
187375,20141231,2014,INDL,C,D,STD,USD,,39.789,-0.3195,3.077,34.019,12.156,12.168,0.205,14.299,14.504,0,-22.293,-15.569,0.226,-5.96,6,1.461,-2.294,24.873,43.677,-72.505,-8.73,0,59.563,59.563,-3.888,-3.282,,75.132,A,1.25,334118
187388,20141231,2014,INDL,C,D,STD,CAD,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,A,9.64,
187392,20141231,2014,INDL,C,D,STD,CAD,,3573.029,11.4643,131.911,8094.36,125.596,124.489,0,1165.368,1165.368,148.573,218.369,428.294,2.9,0.73,188.199,154.937,-495.015,637.973,2145.849,91.941,336.228,0,8573.529,8573.529,1427.18,327.532,74.798,8145.235,A,27.19,424710
187393,20141231,2014,INDL,C,D,STD,USD,,,,,,,43.4,,,,,,,,,,,,,,,,,,,,,,,A,23.07,
187394,20141231,2014,INDL,C,D,STD,USD,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,A,21.44,
187395,20141231,2014,INDL,C,D,STD,USD,,,,,,,64.45,,,,,,,,,,,,,,,,,,,,,,,A,27,
187396,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,A,12.8532,
187397,20141231,2014,INDL,C,D,STD,USD,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,A,23.48,
187398,20141231,2014,INDL,C,D,STD,USD,,,,,,,17.15,,,,,,,,,,,,,,,,,,,,,,,A,37.03,
187401,20141031,2014,INDL,C,D,STD,CAD,,26.692,0.2303,5.644,0,91.288,91.288,0,0,0,0,-4.066,-4.061,0.004,-0.04,9,0,-7.745,3.255,3.255,-3.705,-3.787,0,0,0,21.022,2.867,0,4.061,A,0.23,212
187402,20141231,2014,INDL,C,D,STD,CAD,,138.735,0.1884,12.094,0,569.681,726.758,0,0,0,0,-2.562,-2.562,0.034,-0.01,25.212,0,-18.001,1.827,1.827,-3.381,-2.406,0,0,0,136.908,11.322,0.001,2.562,A,0.12,212
187406,20141231,2014,INDL,C,D,STD,USD,,3976.587,-5.1606,201.367,983.575,72.854,72.037,116.953,2712.952,2789.905,0,576.046,645.094,1.933,3.63,574.877,0,-1223.21,731.692,4123.885,260.797,372.807,0,2175.641,2175.641,-371.755,597.388,130.262,1530.547,A,63.77,515120
187407,20140930,2014,INDL,C,D,STD,CAD,,0.032,-0.019,0.03,0.544,11.542,16.571,0,0,0,0,-1.022,-1.02,,-0.14,0.276,0,0.06,0.347,0.347,-1.592,-0.324,0,0,0,-0.315,-0.315,0,1.02,A,0.02,212
187410,20141231,2014,INDL,C,D,STD,CAD,,2.317,-0.0722,0.138,2.231,88.735,88.735,1.992,4.88,4.908,0,-4.753,-4.46,,-0.06,2.86,1.117,-0.495,3.647,8.722,-5.673,-4.14,0,2.364,2.364,-6.405,-1.826,0.92,6.824,A,0.24,334510
187412,20141231,2014,INDL,C,D,STD,USD,,414.06,-158.8423,76.703,1031.037,,0.913,1.366,327.693,329.059,0,40.085,51.585,3.925,,-10.083,18.638,-17.337,212.15,559.083,-14.924,44.661,0,1202.073,1202.073,-145.023,58.975,46.179,1150.488,A,,518210
187413,20141231,2014,INDL,C,D,STD,USD,,580.362,6.9884,433.702,55.02,65.221,65.522,0,0,0,0,-13.43,31.811,1.305,0.17,333.268,0,-70.546,102.551,123.341,10.812,48.202,0,179.529,179.529,457.891,392.758,0.163,147.718,A,7.3,519130
187416,20141231,2014,INDL,C,D,STD,USD,,,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,A,27.4862,525910
187417,20141231,2014,INDL,C,D,STD,CAD,,,,,,,4.975,,,,,,,,,,,,,,,,,,,,,,,A,19.08,525910
187418,20140831,2014,INDL,C,D,STD,CAD,,740.594,0.2722,30.49,570.367,40.21,40.21,12.5,475.36,487.86,0,-1.838,103.888,2.826,-2.67,-12.5,2.294,-13.048,111.378,729.65,-107.461,15.226,0,674.255,674.255,10.944,-3.835,61.914,570.367,A,2.11,511110
187422,20141231,2014,INDL,C,D,STD,USD,,2787.688,31.4969,257.476,882.104,,53.783,0,300,300,0,243.029,258.78,,,183.67,,-337.812,,1093.689,155.657,372.683,0,1444.691,1444.691,1693.999,,16.348,1185.911,A,73.25,512110
187423,20140630,2014,INDL,C,D,STD,CAD,,5.233,0.0752,1.321,10.337,54.225,64.585,0,0,0,0,-11.19,-11.19,,-0.19,1.274,0,-1.472,0.272,0.378,-10.509,-0.65,0,0,0,4.855,1.085,0.013,11.19,A,0.12,212
187427,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,A,63.23,525910
187429,20141231,2014,INDL,C,D,STD,USD,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,A,124.37,525910
187431,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,A,19.712,525910
187432,20141231,2014,INDL,C,D,STD,CAD,,,,,,,17.756,,,,,,,,,,,,,,,,,,,,,,,A,19.38,525910
187433,20141231,2014,INDL,C,D,STD,CAD,,,,,,,33.172,,,,,,,,,,,,,,,,,,,,,,,A,22.93,525910
187434,20141231,2014,INDL,C,D,STD,USD,,131.754,0.5343,61.943,26.098,26.817,27.208,0,0,0,0,-6.307,6.162,0.589,-0.35,4.239,0,-31.126,93.346,117.216,-9.35,22.678,0,122.62,122.62,14.538,-23.767,,116.458,A,14.27,519130
187435,20141231,2014,INDL,C,D,STD,USD,,0.435,-0.0025,0.006,0.039,128.102,128.042,0,0,0,0,-0.202,-0.199,0.004,0,0.219,0,-0.02,0.755,0.76,-0.202,-0.2,0,0.033,0.033,-0.325,-0.749,0,0.232,A,0.02,211111
187436,20141231,2014,INDL,C,D,STD,USD,,1.406,-0.2872,1.084,2.249,149.322,259.202,0,0,0,0,-2.038,-2.029,0.006,-0.01,-0.117,0,-0.003,0.852,0.852,-2.037,-0.205,0.75,0.22,0.22,0.554,0.245,0,2.249,A,1.52,541611
187439,20141231,2014,INDL,C,D,STD,USD,,,,,,,4.05,,,,,,,,,,,,,,,,,,,,,,,A,32.6296,525910
187440,20141231,2014,INDL,C,D,STD,USD,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,A,31.11,525910
187443,20141231,2014,INDL,C,D,STD,CAD,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,A,37.38,525910
187444,20141231,2014,INDL,C,D,STD,CAD,,15.411,9.7554,0.127,0.253,1.609,1.541,0,0,0,1.202,-0.252,-0.252,,-0.31,-10.432,0,0,0.378,0.378,-0.502,10.433,0,0.001,0.001,15.033,15.033,0,0.253,A,9.65,
187445,20141231,2014,INDL,C,D,STD,CAD,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,A,26.17,525910
187446,20141231,2014,INDL,C,D,STD,CAD,,,,,,,9.482,,,,,,,,,,,,,,,,,,,,,,,A,17.77,525910
187447,20141231,2014,INDL,C,D,STD,USD,,,,,,,28.55,,,,,,,,,,,,,,,,,,,,,,,A,100.83,525910
187448,20141231,2014,INDL,C,D,STD,USD,,,,,,,74.4,,,,,,,,,,,,,,,,,,,,,,,A,50.54,
187449,20140930,2014,INDL,C,D,STD,USD,,0.54,-0.0341,0.022,1.969,32.607,32.891,0.78,0.165,0.349,0,-1.889,-1.848,0.006,-0.06,0.76,0,-0.047,1.496,1.661,-2.088,-0.807,0,0.121,0.121,-1.121,-1.414,0.199,1.969,A,0.4,325414
187450,20141231,2014,INDL,C,D,STD,USD,,152.192,1.073,42.032,222.602,42.903,43.756,0,0,0,0,-4.253,4.006,0.539,-0.19,-3.342,21.59,-16.534,58.706,105.24,-8.052,24.222,0,343.904,343.904,46.952,56.19,1.563,339.898,A,14.29,334413
187458,20141231,2014,INDL,C,D,STD,CAD,,,,,,,17.702,,,,,,,,,,,,,,,,,,,,,,,A,9.65,525990
187461,20141231,2014,INDL,C,D,STD,CAD,,58.718,0.4763,10.497,0,90.146,112.358,0,0,0,0,-6.214,-6.188,0.012,-0.06,19.122,0,-5.935,4.547,5.204,-5.591,-4.63,0,0,0,53.514,7.368,0,6.188,A,0.68,212299
187462,20140630,2014,INDL,C,D,STD,USD,,476.151,3.8021,347.097,316.178,89.715,88.179,0,72.254,72.254,0,194.824,197.643,0.312,1.97,1.989,46.349,-4.045,52.315,140.887,176.937,121.327,0,572.464,572.464,335.264,413.409,,374.821,A,45.19,334220
187463,20140930,2014,INDL,C,D,STD,CAD,,5.451,0.0777,0.113,0,61.987,64.3,0,0,0,0,-0.669,-0.668,,-0.01,0.302,0,-0.471,0.455,0.455,-0.588,-0.986,0,0,0,4.996,-0.303,0,0.668,A,0.03,212
187473,20150430,2014,INDL,C,D,STD,USD,,2.322,-0.1135,0.031,0.203,1.797,1.797,0.463,1.957,1.969,0,-0.049,0.045,0,-0.1,-0.007,0,-0.009,,2.526,-0.187,0.014,0,0.248,0.248,-0.204,,0.138,0.203,A,50,531
187480,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,A,43.1,525910
187481,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,A,25.9699,525910
187482,20141231,2014,INDL,C,D,STD,USD,,,,,,,1.075,,,,,,,,,,,,,,,,,,,,,,,A,25.5999,525910
187483,20141231,2014,INDL,C,D,STD,USD,,435.587,15.1556,29.318,14.945,14.346,16.051,0,183.5,183.5,14.435,31.171,31.171,0.003,1.36,47.17,0,0,,192.324,19.485,-71.27,0,46.116,46.116,243.263,,7.507,14.945,A,14.85,523999
187484,20141231,2014,INDL,C,D,STD,CAD,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,A,20.27,
187489,20150331,2014,INDL,C,D,STD,USD,,0.901,-0.1791,0.191,0,32.487,33.394,0,0,0,0,-2.695,-2.694,0.003,-0.11,0.372,0,-0.415,0.424,1.116,-3.323,-1.771,0.004,0,0,-0.215,0.024,0,2.694,A,0.26,211111
187490,20141231,2014,INDL,C,D,STD,USD,,220.645,3.6157,109.782,32.849,25.806,26.895,0,0,0,0,-56.376,-51.529,0.723,-2.28,8.857,0.259,-21.591,83.578,123.402,-58.963,4.126,0,164.01,164.01,97.243,78.244,0,215.539,A,49.43,511210
187491,20141231,2014,INDL,C,D,STD,USD,,53344.062,12.4929,3348.494,937.774,42.582,43.764,4769.29,2451.535,2451.535,131.954,-718.188,-710.185,0.927,2.97,5092.336,0,-39.729,,9822.777,126.283,-4326.536,0,227.589,227.589,546.739,,129.942,937.774,A,51.83,523920
187517,20141231,2014,INDL,C,D,STD,CAD,,2.207,0.0294,0.773,0,56.212,67.131,0,0,0,0,-0.735,-0.735,,-0.01,2.49,0,-0.913,0.233,0.233,-0.711,-0.848,0,0,0,1.974,0.682,0,0.735,A,0.2,212221
187528,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.525,,,,,,,,,,,,,,,,,,,,,,,A,30.4499,525910
187545,20141231,2014,INDL,C,D,STD,CAD,,30.663,0.3147,2.239,0,87.715,92.545,0,0,0,0,-4.757,-4.617,0.022,-0.05,1.521,0,1.201,1.159,1.539,-4.609,-4.376,0,0,0,29.124,1.242,0,4.617,A,0.09,
187548,20141231,2014,INDL,C,D,STD,USD,,17.325,-0.114,7.212,2.388,39.14,40.228,3.08,4.725,7.805,0,-6.487,-6.1,0.012,-0.13,9.965,5.785,-0.298,11.25,21.91,-5.008,-2.964,0,2.794,2.794,-4.585,2.299,2.725,8.894,A,0.61,562
187549,20141231,2014,INDL,C,D,STD,USD,,6831.41,22.3473,188.135,24.133,49.869,47.593,128.407,330.772,,0,141.82,160.589,1.515,1.02,166.783,83.142,-138.409,,5767.836,50.918,-4.68,0,314.589,314.589,1063.574,,,154,A,26.8,522110
187549,20141231,2014,FS,C,D,STD,USD,,6831.41,,,,,,128.407,330.772,,0,,,1.515,,,,,,5767.836,,,0,314.589,,1063.574,,24.722,,A,26.8,522110
187550,20141231,2014,INDL,C,D,STD,USD,,145.043,5.3808,49.719,75.136,23.247,22.992,0.076,0.089,0.165,0,-16.043,-5.86,0.244,-2.85,54.738,4.897,-13.241,20.208,21.327,-66.324,6.648,0,102.399,102.399,123.716,53.168,50.281,108.259,A,7.98,326150
187551,20141231,2014,INDL,C,D,STD,USD,,2356.116,6.5791,220.786,4735.754,48.02,48.77,7.559,1194.648,1194.648,0,101.535,196.421,2.179,-1.4,8.119,473.861,-93.582,574.005,2035.251,-67.332,118.199,0,5127.961,5127.961,320.865,748.658,129.115,4931.54,A,17.45,325211
187557,20141231,2014,INDL,C,D,STD,CAD,,1.485,-0.0104,0.587,0,69.772,73.933,0,0,0,0,-8.617,-8.49,0.023,-0.13,4.471,0,-0.373,1.109,2.253,-8.765,-7.78,0,0,0,-0.768,-0.304,0,8.49,A,0.3,212221
187575,20150131,2014,INDL,C,D,STD,USD,,257.551,5.6492,84.746,341.525,28.078,28.09,0.806,1.694,2.5,0,23.189,44.426,4.5,0.5,-0.432,51.507,-23.479,55.296,98.865,14.075,48.288,0,518.294,518.294,158.686,97.988,0.014,473.868,A,13.74,4481
187576,20141231,2014,INDL,C,D,STD,USD,,2348.793,2.0927,964.571,129.476,874.509,905.86,0,0,0,0,-176.085,-93.191,1.974,-0.26,15.119,0,-344.159,369.038,453.101,-225.9,-4.511,0,690.41,690.41,1895.692,713.901,,783.601,A,2.66,511210
187580,20141231,2014,INDL,C,D,STD,USD,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,,,A,28.45,525910
187596,20140630,2014,INDL,C,D,STD,USD,,551.343,20.2681,12.981,3.65,4.137,4.05,43.074,16,,0.415,8.214,8.632,0.096,0.84,-1.715,0.436,1.367,,469.257,3.477,6.499,0,22.029,22.029,82.086,,,13.397,A,16.49,522120
187596,20140630,2014,FS,C,D,STD,USD,,551.343,,,,,,43.074,16,,0.415,,,0.096,,,,,,469.257,,,0,22.029,,82.086,,3.148,,A,16.49,522120
187607,20141231,2014,INDL,C,D,STD,USD,,548.194,-2.7275,120.796,128.634,48.377,49.062,1.163,0.062,1.225,0,-85.782,-79.268,0.576,-1.84,-0.983,6.722,-12.27,143.888,682.013,-89.17,-8.765,0,191.288,191.288,-133.819,78.379,0.132,270.556,A,8.43,334210
187625,20140630,2014,INDL,C,D,STD,USD,,97.226,2.9468,1.682,15.3,13.626,14.858,0,26.8,26.8,0,-2.763,7.198,0.033,-0.7,15.544,0,-17.171,9.825,42.565,-9.508,2.853,4.801,22.498,22.498,48.585,-2.38,3.363,15.3,A,4.17,211111
187628,20141231,2014,INDL,C,D,STD,USD,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,A,26.13,525910
187629,20141231,2014,INDL,C,D,STD,USD,,,,,,,5.006,,,,,,,,,,,,,,,,,,,,,,,A,17.07,525910
187631,20141231,2014,INDL,C,D,STD,USD,,158.656,-0.9573,124.129,164.492,104.41,106.697,13.346,106.806,120.152,0,-66.256,-61.736,0.306,-0.8,11.421,0,-6.011,111.142,260.727,-83.291,-34.808,0,102.756,102.756,-102.14,20.954,18.23,164.492,A,11.3,325414
187633,20141231,2014,INDL,C,D,STD,USD,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,,,A,52.36,525910
187634,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,A,41.0279,525910
187636,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,A,42.2872,525910
187648,20141231,2014,INDL,C,D,STD,CAD,,6.935,0.0339,0.362,2.692,75.771,84.797,0.003,2.063,2.066,0,-3.066,-1.488,,-0.04,4.229,0.148,-0.093,1.994,4.057,-3.279,-4.956,0,5.765,5.765,2.878,1.503,0.216,7.253,A,0.31,333994
187649,20141231,2014,INDL,C,D,STD,CAD,,321.694,5.3386,3.402,437.659,16.295,16.295,77.817,95.94,106.028,0,-8.398,8.816,0.439,-1.38,4.583,73.106,-4.06,124.438,232.518,-22.499,0.347,0,467.947,467.947,86.992,6.594,11.416,459.131,A,2.65,3114
187650,20141231,2014,INDL,C,D,STD,CAD,,242.767,1.7002,11.162,0,139.251,141.705,0.225,0,0.225,0,-2.802,-2.773,0.034,0,12.595,0,-15.552,1.31,1.839,-0.666,-2.693,0,0,0,240.928,10.017,0.009,2.773,A,0.47,212221
187653,20141231,2014,INDL,C,D,STD,USD,,103.905,1.8497,44.935,48.24,40.997,38.124,0.12,0.262,0.382,0,2.124,3.948,0.408,0.04,-2.188,15.536,6.357,32.463,33.386,1.531,-0.856,0,174.478,174.478,70.519,56.54,,170.53,A,27.91,334510
187659,20141231,2014,INDL,C,D,STD,USD,,3.339,0.0389,0.833,2.003,62.789,62.789,0.148,0.202,0.25,0,-1.014,-0.94,0.019,-0.02,0.25,0.777,-0.049,0.692,0.894,-1.015,-0.029,0,4.467,4.467,2.445,1.802,0.003,5.407,A,0.3,325620
187661,20141231,2014,INDL,C,D,STD,CAD,,1.436,0.1149,1.234,0,9.658,10.289,0,0,0,0,-3.408,-3.408,,-0.35,2.333,0,-0.008,0.254,0.254,-3.419,-1.121,0,0,0,1.182,1.014,0,3.408,A,2.6,212
187662,20141231,2014,INDL,C,D,STD,CAD,,1.391,0.1349,0.001,0,9.958,10.082,0,0,0,0,-0.148,-0.148,,-0.01,0.003,0,0.038,0.031,0.031,-0.147,-0.096,0,0,0,1.36,-0.021,0,0.148,A,0.09,2121
187664,20141231,2014,INDL,C,D,STD,CAD,,0.322,0.0287,0.099,0,11.129,11.167,0,0,0,0,-0.074,-0.074,,-0.01,0,0,-0.001,0.002,0.002,-0.072,-0.068,0,0,0,0.32,0.103,0,0.074,A,0.065,212291
187665,20141231,2014,INDL,C,D,STD,USD,,55.732,0.0476,2.997,55.032,389.795,390.301,0.79,5.239,5.491,0,3.548,6.234,0.214,0.01,2.022,11.783,-5.137,24.197,37.143,5.369,1.902,0,134.043,134.043,18.589,-2.763,2.359,127.809,A,0.24,325412
187672,20141231,2014,INDL,C,D,STD,CAD,,88.103,0.0951,35.983,9.71,176.453,200.873,0,27.576,27.576,0,-25.134,-22.176,0.019,-0.15,55.812,5.558,-48.259,13.827,69.006,-26.27,9.79,0,5.004,5.004,19.097,30.045,3.122,27.18,A,0.7,325412
187677,20141231,2014,INDL,C,D,STD,USD,,35.761,0.5138,2.406,15.92,30.925,29.047,4.026,2.316,3.722,0,15.656,17.156,0.187,0.09,-5.966,0,-4.023,18.148,20.717,7.82,8.254,0,77.224,77.224,14.923,2.181,0.514,60.068,A,7,621511
187687,20141231,2014,INDL,C,D,STD,USD,,345.17,7.9147,243.707,35.447,34.806,35.279,0,0,0,0,-27.692,-21.091,0.59,-0.78,3.991,0,-91.003,51.533,65.125,-27.053,3.619,0,160.553,160.553,279.222,243.179,0.108,181.644,A,57.54,519130
187689,20141031,2014,INDL,C,D,STD,USD,,0.955,-0.0598,0.211,0.743,43.745,44.087,2.041,0,0,0,-1.352,-1.225,0.001,-0.05,0.349,0,-0.005,3.416,3.591,-2.143,-0.426,0,1.395,1.395,-2.636,-3.195,0.432,2.62,A,0.0199,533110
187690,20141231,2014,INDL,C,D,STD,USD,,3041.65,11.5691,31.212,253.94,121.168,125.087,73.857,1338.604,1412.461,139.355,83.122,,0.17,0.37,83.535,0,-259.702,,1561.503,45.371,168.499,0,371.554,371.554,1447.139,,60.359,288.432,A,26.94,531120
187692,20141231,2014,INDL,C,D,STD,USD,,1372.888,17.3283,93.131,1096.599,40.75,44.423,22.425,247.183,252.929,0,85.507,102.127,0.502,1.99,94.794,108.303,-217.033,285.311,594.226,82.611,32.528,0,1273.831,1273.831,769.773,243.132,8.035,1171.704,A,9.71,324199
187694,20141231,2014,INDL,C,D,STD,USD,,,,,,,37.93,,,,,,,,,,,,,,,,,,,,,,,A,21.64,525990
187696,20141231,2014,INDL,C,D,STD,USD,,287.514,10.2771,74.035,70.044,26.1,25.838,0.139,0.01,0.149,0,60.528,71.666,1.077,1.6,7.036,6.194,-63.499,18.759,21.975,41.635,57.21,0,209.583,209.583,265.539,89.585,,137.917,A,67.16,333249
187697,20141231,2014,INDL,C,D,STD,USD,,594.026,9.6069,220.534,456.53,49.734,48.304,0,0,0,0,93.252,110.735,14.109,1.4,10.347,0,-52.929,125.413,129.976,69.641,104.874,0,730.027,730.027,464.05,289.674,,619.292,A,47.75,511210
187698,20141231,2014,INDL,C,D,STD,USD,,2006.089,17.925,2.584,290.433,40.29,41.287,0,840.619,840.619,0,-47.506,181.283,0.334,0.41,319.276,15.353,-824.994,198.447,1266.018,20.221,327.72,0,558.633,558.633,740.071,10.028,46.447,377.35,A,24,211111
187709,20141231,2014,INDL,C,D,STD,USD,,1339.84,5.5494,26.859,4818.024,20.268,20.884,398.527,423.78,822.307,98.261,160.593,178.218,0.1,6.06,118.39,390.555,-132.492,765.468,1223.946,122.814,15.564,0,5069.762,5069.762,115.894,201.792,29.651,4891.544,A,23.45,424710
187711,20141231,2014,INDL,C,D,STD,USD,,21.74,0.6306,2.302,4.275,31.581,33.419,0,0,0,0,-8.553,-7.619,0.036,-0.04,8.155,11.666,-1.384,0.665,0.665,-1.312,-6.712,0,10.191,10.191,21.075,16.141,0.615,17.81,A,2.36,325412
187714,20140930,2014,INDL,C,D,STD,USD,,2412.274,10.2952,104.775,937.446,97.606,96.384,25.015,1081.825,1106.84,0,183.934,205.336,2.785,1.05,543.035,754.4,-571.503,222.103,1419.984,102.102,53.689,0,1355.877,1355.877,992.29,1015.943,29.225,1150.541,A,17.4,423860
187720,20141231,2014,INDL,C,D,STD,USD,,64.367,1.595,56.24,53.392,19.504,19.657,0.031,23.177,23.208,0,-51.984,-51.418,0.113,-2.73,56.966,0,-7.789,3.296,33.015,-53.306,-45.241,0,1.974,1.974,31.352,54.221,1.124,53.392,A,10,325414
187721,20141231,2014,INDL,C,D,STD,USD,,903.648,16.3946,58.982,6.606,6.546,6.546,20,54.433,,0,16.52,17.395,0.189,0.91,102.542,16.946,-81.283,,796.329,5.943,3.442,0,38.568,38.568,107.319,,,21.173,A,14.39,522120
