gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,artfs,at,bkvlps,che,cogs,cshfd,csho,dlc,dltt,dt,dvc,ebit,ebitda,emp,epsfx,fincf,invt,ivncf,lct,lt,ni,oancf,pstk,revt,sale,seq,wcap,xint,xopr,costat,prcc_f,naics
16972,20141231,2014,INDL,C,D,STD,USD,,149.263,2.464,4.258,4.68,24.131,34.554,4.89,19.5,24.39,0,-9.873,-6.42,0.504,-0.53,16.513,9.936,-8.937,37.051,64.123,-12.722,-8.545,0,13.469,13.469,85.14,-4.912,0.447,19.889,A,5.25,511210
16976,20141231,2014,INDL,C,D,STD,CAD,,6.152,0.0885,0.126,0.334,54.74,66.42,0,0,0,0,-2.454,-2.453,,-0.05,3.339,0,-2.141,0.272,0.272,-2.697,-1.269,0,0,0,5.88,0.332,0,2.453,A,0.18,212221
16981,20141231,2014,FS,C,D,STD,USD,,7449.109,,,,,,574.404,845.602,,15.286,,,1.567,,,,,,6506.912,,,176,502.58,,942.197,,76.782,,A,16.65,522110
16981,20141231,2014,INDL,C,D,STD,USD,,7449.109,17.1739,581.834,137.422,52.326,44.614,574.404,845.602,,15.286,236.597,248.965,1.567,1.5,-782.701,110.2,559.859,,6506.912,85.181,175,176,502.58,502.58,942.197,,,253.615,A,16.65,522110
16989,20141231,2014,INDL,C,D,STD,USD,,1040.494,17.5779,69.098,3.588,5.642,5.613,48.43,70.619,,1.022,23.215,23.215,0.317,1.66,-10.218,3.391,-11.898,,941.829,9.388,14.441,0,50.584,50.584,98.665,,,27.369,A,17.99,522110
16989,20141231,2014,FS,C,D,STD,USD,,1040.494,,,,,,48.43,70.619,,1.022,,,0.317,,,,,,941.829,,,0,50.584,,98.665,,4.287,,A,17.99,522110
17005,20140930,2014,INDL,C,D,STD,USD,,0.475,-0.0082,0.004,0,339.92,346.863,1.868,0.446,1.788,0,-1.004,-0.987,0.005,0,0.915,0,-0.155,2.887,3.333,-1.288,-0.787,0,0,0,-2.858,-2.835,0.265,0.987,A,0.0051,212222
17010,20141231,2014,INDL,C,D,STD,USD,,31207,33.2147,880,1884,345,343.161,257,5595,5852,0,841,1200,3.69,0.52,-1121,0,-411,2650,11031,178,1125,0,4450,4450,11398,-306,255,3250,A,35.27,515112
17012,20141231,2014,INDL,C,D,STD,USD,,133.43,8.222,36.202,28.923,14.411,14.418,0.478,2.114,2.592,0,-21.721,-17.201,0.304,-1.52,-0.677,17.014,-32.236,12.357,14.885,-21.843,-28.932,0,43.9,43.9,118.545,58.235,0.144,61.101,A,16.8,3332
17024,20141231,2014,INDL,C,D,STD,USD,,6.348,-0.9078,5.827,3.633,5.349,5.323,0.454,0.163,0.617,0,-3.608,-3.573,0.032,0.37,6.974,0.084,-0.092,1,3.431,2.98,-3.362,7.749,0.06,0.06,2.917,5.048,,3.633,A,6,334510
17029,20141231,2014,INDL,C,D,STD,USD,,3.657,0.7606,0.013,0,2.236,4.528,0,0,0,0,-0.187,-0.133,,-0.08,0,0,0,0.226,0.226,-0.181,-0.188,0,0,0,3.444,-0.002,0,0.133,A,30,561510
17035,20141231,2014,INDL,C,D,STD,USD,,4600.289,34.0242,705.086,2706.063,55.02,55.121,0,290,290,135.496,277.656,305.71,4.4,3.23,-29.101,0,-194.035,,2724.843,177.949,246.535,0,3011.773,3011.773,1875.446,,2.637,2706.063,A,56.67,524126
17035,20141231,2014,FS,C,D,STD,USD,411.211,4600.289,,,,,,0,290,,135.496,,,4.4,,,,,,2724.843,,,0,3016.87,,1875.446,,2.637,,A,56.67,524126
17041,20141231,2014,INDL,C,D,STD,CAD,,5.311,0.0707,0.719,3.475,61.065,65.821,0,0,0,0,-4.103,-4.101,,-0.07,0.934,0,-0.435,0.656,0.656,-4.382,-0.461,0,0,0,4.655,0.153,0,4.101,A,0.07,212221
17050,20141231,2014,INDL,C,D,STD,USD,,792.399,21.7335,40.934,18.994,10.677,7.971,481.435,66.563,144.892,12.753,27.33,27.33,0.216,3.08,12.902,0,-31.482,,599.015,26.742,-4.69,0,46.324,46.324,173.238,,17.26,18.994,A,17.25,525990
17051,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,A,13.91,525910
17056,20141231,2014,INDL,C,D,STD,USD,,315.724,6.6273,178.993,41.485,38.195,38.593,28,0,0,0,6.112,10.856,0.295,-0.69,31.345,0,-35.052,54.073,59.958,-26.314,-40.056,0,159.084,159.084,255.766,220.094,1.363,148.228,A,17.51,522390
17070,20141231,2014,INDL,C,D,STD,USD,,9750.865,8.0785,413.839,36.656,141.824,147.136,1387.705,332.699,,57.962,183.919,196.015,1.771,0.7,257.893,9.045,-239.71,,8562.226,98.706,112.133,0,380.194,380.194,1188.639,,,184.179,A,10.525,522110
17070,20141231,2014,FS,C,D,STD,USD,,9750.865,,,,,,1387.705,332.699,,57.962,,,1.771,,,,,,8562.226,,,0,380.194,,1188.639,,30.905,,A,10.525,522110
17071,20141231,2014,INDL,C,D,STD,USD,,22.318,1.4554,21.698,0,13.675,13.703,0,0,0,0,-33.078,-33.047,0.013,-2.4,0,0,8.407,2.375,2.375,-32.834,-28.326,0,0,0,19.943,19.751,0.01,33.047,A,3.73,325414
17072,20141231,2014,INDL,C,D,STD,USD,,144.865,17.055,8.564,41.931,2.502,2.507,0.857,18.715,19.572,0.3,10.896,11.202,0.091,3.04,-3.42,0,-7.008,,102.108,7.616,11.867,0,64.307,64.307,42.757,,1.521,53.105,A,13.4499,524126
17073,20141231,2014,INDL,C,D,STD,USD,,11351.892,428.0308,762.369,547.838,3.637,3.636,0,0,0,1.272,157.521,160.942,0.264,29.03,103.422,0,-259.554,,9795.572,105.588,313.264,0,708.78,708.78,1556.32,,0,547.838,A,269.25,524113
17073,20141231,2014,FS,C,D,STD,USD,0,11351.892,,,,,,0,0,,1.272,,,0.264,,,,,,9795.572,,,0,709.866,,1556.32,,0,,A,269.25,524113
17074,20141231,2014,INDL,C,D,STD,USD,,4464.176,71.9294,333.927,862.667,14.646,14.281,0,263.44,263.44,0,145.949,150.864,0.651,6.51,1.22,0,-219.47,,3436.952,95.329,222.492,0,1013.531,1013.531,1027.224,,15.413,862.667,A,73.34,524126
17074,20141231,2014,FS,C,D,STD,USD,357.354,4464.176,,,,,,0,263.44,,0,,,0.651,,,,,,3436.952,,,0,1016.529,,1027.224,,15.413,,A,73.34,524126
17076,20141231,2014,INDL,C,D,STD,USD,,1503.786,15.9646,51.867,7.704,8.247,8.258,112.748,82.62,,4.281,25.513,29.597,0.382,1.19,70.015,2.251,-63.713,,1363.95,10.04,11.24,,67.954,67.954,139.836,,,38.357,A,15.62,522120
17076,20141231,2014,FS,C,D,STD,USD,,1503.786,,,,,,112.748,82.62,,4.281,,,0.382,,,,,,1363.95,,,,67.954,,139.836,,6.799,,A,15.62,522120
17095,20141231,2014,INDL,C,D,STD,USD,,11647.551,12.5443,239.963,26.456,108.365,116.847,751.782,719.629,,48.181,226.063,247.549,2.938,0.95,-3.946,238.979,-162.534,,10181.787,103.667,199.72,0,554.858,554.858,1465.764,,,307.309,A,14.88,522110
17095,20141231,2014,FS,C,D,STD,USD,,11647.551,,,,,,751.782,719.629,,48.181,,,2.938,,,,,,10181.787,,,0,554.858,,1465.764,,23.359,,A,14.88,522110
17101,20140630,2014,INDL,C,D,STD,USD,,165.318,0.8812,142.261,126.829,85.481,85.903,0,0,0,0,-71.531,-66.933,0.307,-0.83,9.136,2.95,-8.185,21.254,89.619,-71.364,-53.65,0,59.896,59.896,75.699,129.502,0,126.829,A,11.85,325414
17102,20141031,2014,INDL,C,D,STD,USD,,,,,,,7.049,,,,,,,,,,,,,,,,,,,,,,,A,7.59,525990
17104,20140930,2014,INDL,C,D,STD,USD,,,,,,,15.064,,,,,,,,,,,,,,,,,,,,,,,I,13.93,525990
17106,20141231,2014,INDL,C,D,STD,USD,,2567.769,22.9236,61.454,11.033,12.306,14.837,102.654,164.706,,7.191,54.688,54.688,0.699,1.35,-9.698,5.32,-14.163,,2227.651,16.684,31.495,0,120.153,120.153,340.118,,,65.465,A,25.93,522110
17106,20141231,2014,FS,C,D,STD,USD,,2567.769,,,,,,102.654,164.706,,7.191,,,0.699,,,,,,2227.651,,,0,120.153,,340.118,,10.694,,A,25.93,522110
17115,20141231,2014,INDL,C,D,STD,USD,,6581.55,22.5388,710.387,1803.044,57.351,56.595,3.1,381.897,384.997,30.402,197.637,210.237,2.2,2.47,-39.529,0,-169.468,,5305.964,141.827,232.763,0,2013.281,2013.281,1275.586,,22.086,1803.044,A,27.17,524126
17115,20141231,2014,FS,C,D,STD,USD,597.679,6581.55,,,,,,3.1,381.897,,30.402,,,2.2,,,,,,5305.964,,,0,2035.737,,1275.586,,22.086,,A,27.17,524126
17120,20141231,2014,INDL,C,D,STD,USD,,39344.64,55.3316,1796.062,94.807,49.662,50.925,7.781,453.443,,0,854.38,894.076,1.914,5.31,12250.649,0.561,-12233.931,,35288.216,263.925,255.517,0,1478.089,1478.089,2817.762,,,584.013,A,116.07,522110
17120,20141231,2014,FS,C,D,STD,USD,,39344.64,,,,,,7.781,453.443,,0,,,1.914,,,,,,35288.216,,,0,1478.089,,2817.762,,35.321,,A,116.07,522110
17130,20141231,2014,INDL,C,D,STD,USD,,118457.415,34.5845,4259.563,3899.262,530.391,530.391,9727.034,29982.619,,0,3882.818,3882.818,14,4.38,8490.755,325.303,-14681.713,,95953.32,2335.152,4198.736,195.445,9468.63,9468.63,18543.286,,,5585.812,A,,522110
17130,20141231,2014,FS,C,D,STD,USD,,118457.415,,,,,,9727.034,29982.619,,0,,,14,,,,,,95953.32,,,195.445,9468.63,,18543.286,,1054.723,,A,,522110
17131,20141231,2014,INDL,C,D,STD,USD,,1187.717,16.7622,67.458,330.976,17.636,17.371,2,40.146,42.146,1.223,24.008,27.94,0.6,0.92,-10.624,0,-15.853,,886.615,16.293,27.331,0,532.832,532.832,291.177,,1.797,504.892,A,13.95,524114
17131,20141231,2014,FS,C,D,STD,USD,95.181,1187.717,,,,,,2,40.146,,1.223,,,0.6,,,,,,886.615,,,0,534.012,,291.177,,1.797,,A,13.95,524114
17132,20141231,2014,INDL,C,D,STD,USD,,4853.32,52.0101,508.039,19.41,9.303,9.403,405.391,262.384,,4.62,120.921,120.921,0.841,5.78,-16.879,34.242,-26.564,,4364.269,53.757,67.056,0,238.615,238.615,489.051,,,117.694,A,76.89,522120
17132,20141231,2014,FS,C,D,STD,USD,,4853.32,,,,,,405.391,262.384,,4.62,,,0.841,,,,,,4364.269,,,0,238.615,,489.051,,15.83,,A,76.89,522120
17136,20141231,2014,INDL,C,D,STD,USD,,1895.283,15.657,65.516,3.519,11.682,11.671,0,134.511,,1.399,27.5,29.858,0.333,1.31,174.881,26.495,-263.143,,1712.55,15.295,11.426,0,75.202,75.202,182.733,,,45.344,A,22.71,522110
17136,20141231,2014,FS,C,D,STD,USD,,1895.283,,,,,,0,134.511,,1.399,,,0.333,,,,,,1712.55,,,0,75.202,,182.733,,2.519,,A,22.71,522110
17141,20141231,2014,INDL,C,D,STD,CAD,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,A,10.04,525910
17145,20140930,2014,INDL,C,D,STD,USD,,14756.041,20.0527,781.843,112.676,101.59,98.405,100,1830,,45.665,291.408,308.755,1.909,1.55,-376.457,79.154,781.022,,12782.758,157.364,173.715,0,561.613,561.613,1973.283,,,252.858,A,20.36,522120
17145,20140930,2014,FS,C,D,STD,USD,,14756.041,,,,,,100,1830,,45.665,,,1.909,,,,,,12782.758,,,0,561.613,,1973.283,,128.077,,A,20.36,522120
17150,20141231,2014,INDL,C,D,STD,USD,,22533.01,24.0206,394.239,127.75,90.62,90.382,2734.756,1601.668,,67.747,383.245,413.83,2.764,2.08,1434.757,74.468,-1669.644,,20210.329,199.752,272.815,151.649,921.049,921.049,2322.681,,,507.219,A,32.53,522110
17150,20141231,2014,FS,C,D,STD,USD,,22533.01,,,,,,2734.756,1601.668,,67.747,,,2.764,,,,,,20210.329,,,151.649,921.049,,2322.681,,90.5,,A,32.53,522110
17151,20141231,2014,INDL,C,D,STD,USD,,6296.565,26.9025,94.002,29.168,29.334,29.298,231.548,178.444,,25.747,135.009,144.137,1.448,2.39,76.649,10.785,-173.006,,5508.375,69.974,94.808,0,285.895,285.895,788.19,,,141.758,A,34.8,522110
17151,20141231,2014,FS,C,D,STD,USD,,6296.565,,,,,,231.548,178.444,,25.747,,,1.448,,,,,,5508.375,,,0,285.895,,788.19,,22.763,,A,34.8,522110
17161,20141231,2014,INDL,C,D,STD,USD,,11.984,0.0713,10.931,0,166.512,166.512,0,0,0,0,-2.06,-2.06,,-0.01,0,0,0,0.117,0.117,-2.126,-1.91,0,0,0,11.867,10.972,0,2.06,A,,212221
17168,20141231,2014,INDL,C,D,STD,USD,,732.553,1.4584,30.79,5.617,21.07,29.734,10,108.2,,0,13.211,13.78,0.117,0.14,-8.437,9.779,13.457,,669.947,5.11,8.926,18.856,32.212,32.212,62.219,,,18.432,A,1.61,522110
17168,20141231,2014,FS,C,D,STD,USD,,732.553,,,,,,10,108.2,,0,,,0.117,,,,,,669.947,,,18.856,32.212,,62.219,,6.484,,A,1.61,522110
17173,20141231,2014,INDL,C,D,STD,USD,,1089.808,18.2882,19.673,3.796,6.002,6.016,66.699,59.937,,4.622,19.237,21.3,0.297,1.71,34.873,3.24,-44.131,,979.786,10.29,10.815,0,49.43,49.43,110.022,,,28.13,A,21.75,522110
17173,20141231,2014,FS,C,D,STD,USD,,1089.808,,,,,,66.699,59.937,,4.622,,,0.297,,,,,,979.786,,,0,49.43,,110.022,,3.646,,A,21.75,522110
17175,20140630,2014,INDL,C,D,STD,USD,,5.004,0.0244,4.76,0,41.672,35.992,0,0.25,0.25,,-5.253,-5.253,0.004,0.08,,0,,0.3,4.124,3.13,,0,0,0,0.88,4.704,0.008,5.253,A,0.888,325414
17180,20141231,2014,INDL,C,D,STD,USD,,671.07,7.5457,62.876,67.556,12.312,12.867,5.248,23.772,29.02,0,15.475,19.706,1.48,0.63,6.364,10.848,-44.728,,573.979,7.755,31.016,0,226.937,226.937,97.091,,2.994,207.231,A,5.76,522292
17184,20141231,2014,FS,C,D,STD,USD,,3093.335,,,,,,233.64,114.583,,0,,,0.579,,,,,,2780.684,,,0,105.475,,312.651,,5.355,,A,13.75,522110
17184,20141231,2014,INDL,C,D,STD,USD,,3093.335,9.4351,100.539,1.869,27.717,33.137,233.64,114.583,,0,44.935,49.236,0.579,0.21,182.077,19.54,-295.108,,2780.684,5.696,21.946,0,105.475,105.475,312.651,,,56.239,A,13.75,522110
17185,20141231,2014,INDL,C,D,STD,USD,,21.954,0.2375,6.403,0.498,59.993,64.085,0.496,0.605,0.926,0,-11.694,-11.199,0.023,-0.26,9.863,2.065,-2.708,2.673,6.734,-15.595,-6.583,0,0.529,0.529,15.22,8.034,0.007,11.728,A,1.65,325414
17187,20141231,2014,INDL,C,D,STD,CAD,,597.461,10.586,21.492,31.429,23.398,23.495,6.279,311.309,317.588,18.139,39.51,,,0.82,-32.46,0,-25.131,27.393,348.742,19.245,41.381,0,74.961,74.961,248.719,5.523,11.858,35.451,A,8.67,531120
17195,20141231,2014,INDL,C,D,STD,USD,,7217.821,12.7581,132.752,20.762,59.393,61.457,677.455,32.178,,36.299,142.834,155.619,1.442,1.09,19.826,33.679,-83.978,,6433.744,65,56.654,0,311.824,311.824,784.077,,,156.205,A,18.59,522110
17195,20141231,2014,FS,C,D,STD,USD,,7217.821,,,,,,677.455,32.178,,36.299,,,1.442,,,,,,6433.744,,,0,311.824,,784.077,,19.234,,A,18.59,522110
17196,20140630,2014,INDL,C,D,STD,USD,,3.856,-1.7287,0.099,3.595,1.926,1.751,0.817,4.423,5.24,0.343,1.635,1.844,0.045,0.5,-1.157,0.698,-0.111,2.074,6.883,0.956,1.227,0,8.406,8.406,-3.027,0.253,0.195,6.562,I,6.5,339115
17197,20141231,2014,INDL,C,D,STD,USD,,47724,7392000,5045,1621,,0.001,14491,22940,37431,0,2241,3233,6.659,,10814,0,-10468,,40332,537,1634,0,4854,4854,7392,,1426,1621,A,,522220
17197,20141231,2014,FS,C,D,STD,USD,384,47724,,,,,,14491,22940,,0,,,6.659,,,0,,,40332,,,0,4854,,7392,,1426,,A,,522220
17199,20141231,2014,INDL,C,D,STD,USD,,16.073,0.9767,9.938,2.897,10.447,12.085,0,0,0,0,-3.136,-2.878,0.038,-0.31,13.679,0.965,-8.135,1.262,2.137,-3.218,-3.162,0,6.191,6.191,11.804,10.904,0.19,9.069,A,1.64,334510
17200,20141130,2014,INDL,C,D,STD,USD,,,,,,,49.082,,,,,,,,,,,,,,,,,,,,,,,A,7.88,525990
17210,20150331,2014,INDL,C,D,STD,USD,,,,,,,137.221,,,,,,,,,,,,,,,,,,,,,,,A,20.42,525990
17217,20141231,2014,INDL,C,D,STD,CAD,,11.349,0.0135,0.797,5.437,86.022,96.614,3.394,0,0,0,-0.475,-0.443,,0.02,0.492,4.154,-0.042,10.04,10.04,2.342,0.281,0,9.335,9.335,1.309,-0.465,0.225,9.778,A,0.17,334290
17222,20141231,2014,INDL,C,D,STD,USD,,1033.681,1412.7632,115.174,2.072,0.076,0.076,0,0,,3.897,18.879,18.879,,62.3,,3.151,,,926.311,4.761,,0,45.979,45.979,107.37,,,27.1,A,1704.59,522110
17222,20141231,2014,FS,C,D,STD,USD,,1033.681,,,,,,0,0,,3.897,,,,,,,,,926.311,,,0,45.979,,107.37,,1.322,,A,1704.59,522110
17224,20140630,2014,INDL,C,D,STD,USD,,0.134,-0.0309,0.016,4.234,20.836,21.773,0,0.278,0.278,0,-4.179,-4.147,0.006,-0.24,1.506,0,-0.089,0.529,0.807,-5.084,-1.401,0,0.087,0.087,-0.673,-0.479,0.905,4.234,A,2.01,541512
17230,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,A,33.02,525910
17233,20141231,2014,INDL,C,D,STD,USD,,18661.39,15.1282,544.892,121.95,186.258,182.039,1425.614,355.828,,63.192,364.063,364.063,3.42,0.78,-25.59,10.099,33.831,,15907.465,144.448,191.888,0,829,829,2753.925,,,464.937,I,13.43,522110
17233,20141231,2014,FS,C,D,STD,USD,,18661.39,,,,,,1425.614,355.828,,63.192,,,3.42,,,,,,15907.465,,,0,829,,2753.925,,96.75,,I,13.43,522110
17239,20141231,2014,INDL,C,D,STD,USD,,5652.964,20.6049,266.432,3697.408,58.634,69.977,24.607,2852.531,2877.138,28.594,214.781,370.351,61.5,-0.24,1705.636,25.702,-1682.891,857.263,4166.992,-79.837,105.471,0,5027.599,5027.599,1441.867,532.799,95.079,4657.248,A,18.18,623110
17240,20141231,2014,INDL,C,D,STD,USD,,5269.561,32.9373,56.07,22.989,14.79,14.82,439.117,101.798,,23.983,115.893,123.698,1.037,3.48,206.578,5.683,-310.755,,4779.978,52.041,77.363,0,255.258,255.258,488.131,,,131.56,A,55.3,522110
17240,20141231,2014,FS,C,D,STD,USD,,5269.561,,,,,,439.117,101.798,,23.983,,,1.037,,,,,,4779.978,,,0,255.258,,488.131,,20.683,,A,55.3,522110
17245,20141231,2014,INDL,C,D,STD,USD,,4644.439,4.1478,671.448,20.588,94.753,94.857,189.116,0,,24.88,93.415,98.191,0.737,0.47,67.972,6.441,-29.105,,4250.995,44.193,49.537,0,175.128,175.128,393.444,,,76.937,A,7.26,522120
17245,20141231,2014,FS,C,D,STD,USD,,4644.439,,,,,,189.116,0,,24.88,,,0.737,,,,,,4250.995,,,0,175.128,,393.444,,15.488,,A,7.26,522120
17248,20141231,2014,INDL,C,D,STD,USD,,12328.811,23.8998,753.064,64.771,67.649,69.296,1229.143,311.823,,88.522,279.116,279.116,1.703,1.92,396.461,47.458,-204.799,,10672.651,129.888,144.785,0,490.528,490.528,1656.16,,,211.412,A,37.45,522110
17248,20141231,2014,FS,C,D,STD,USD,,12328.811,,,,,,1229.143,311.823,,88.522,,,1.703,,,,,,10672.651,,,0,490.528,,1656.16,,42.834,,A,37.45,522110
17252,20141231,2014,INDL,C,D,STD,USD,,3856.689,32.6718,368.989,858.54,25.494,25.019,0,0,0,19.68,76.463,83.354,0.981,2.32,-94.032,0,-58.878,,3039.274,59.137,151.291,0,941.894,941.894,817.415,,0,858.54,A,29.73,524126
17252,20141231,2014,FS,C,D,STD,USD,249.03,3856.689,,,,,,0,0,,19.68,,,0.981,,,,,,3039.274,,,0,948.21,,817.415,,0,,A,29.73,524126
17258,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,A,74.95,525910
17266,20141231,2014,INDL,C,D,STD,USD,,2025.298,7.3381,181.07,2034.71,83.85,83.736,14.269,129.178,143.447,0.366,-4.461,7.76,1.5,-0.35,-38.494,0,79.75,,1410.833,-29.467,17.155,0,2042.47,2042.47,614.465,,6.214,2034.71,A,9.28,524114
17266,20141231,2014,FS,C,D,STD,USD,86.671,2025.298,,,,,,14.269,129.178,,0.366,,,1.5,,,,,,1410.833,,,0,2026.304,,614.465,,6.214,,A,9.28,524114
17269,20141231,2014,INDL,C,D,STD,USD,,1089.263,4.9698,32.872,6.772,18.908,18.795,42.88,51.085,,0.752,16.34,18.176,0.336,0.15,28.738,5.563,-30.894,,974.856,3.023,4.962,21,54.764,54.764,114.407,,,36.588,A,3.1299,522110
17269,20141231,2014,FS,C,D,STD,USD,,1089.263,,,,,,42.88,51.085,,0.752,,,0.336,,,,,,974.856,,,21,54.764,,114.407,,6.397,,A,3.1299,522110
17277,20141231,2014,INDL,C,D,STD,USD,,55.39,6.1868,6.872,63.201,5.592,5.755,3.25,3.941,7.191,0,8.535,10.523,0.649,0.87,-2.941,0,-5.475,15.521,19.785,4.893,1.42,0,108.382,108.382,35.605,19.948,0.274,97.859,A,13,541330
17280,20141231,2014,INDL,C,D,STD,USD,,,,,,,22.357,,,,,,,,,,,,,,,,,,,,,,,A,7.27,525990
17285,20141231,2014,INDL,C,D,STD,USD,,215.5,8.3048,28.985,24.702,24.458,24.458,0,0,0,0,7.468,9.936,0.16,0.2,0,49.593,-8.923,7.99,12.38,5,8.928,0,58.114,58.114,203.12,80.45,0.152,48.178,A,9.5,312130
17287,20141231,2014,INDL,C,D,STD,USD,,2419.051,5.6507,48.768,1271.232,213.682,224.71,48.014,226.623,274.637,87.087,295.674,591.641,39.232,0.63,-145.419,28.391,-373.298,309.344,1120.727,134.416,438.189,0,1900.49,1900.49,1269.768,-141.226,20.559,1308.849,A,7.57,212221
17289,20141231,2014,INDL,C,D,STD,USD,,184.856,6.7673,0.073,0,23.592,27.205,0.4,0,0,0,-0.766,-0.766,0.005,-0.05,0.4,0,0,0.65,0.751,-1.162,-0.947,172.067,0,0,184.105,-0.548,0,0.766,I,10.41,999990
17306,20141231,2014,INDL,C,D,STD,USD,,2507.125,9.9158,97.943,258.544,75.955,21.578,1113.114,0,146.855,0,260.29,296.99,1.816,1.73,617.819,1147.884,6.752,,1699.859,36.842,-578.954,0,555.534,555.534,213.964,,37.257,258.544,A,17.3,522292
17330,20150531,2014,INDL,C,D,STD,USD,,,,,,,13.097,,,,,,,,,,,,,,,,,,,,,,,A,12.49,525990
17336,20141231,2014,INDL,C,D,STD,USD,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,A,17.93,525910
17338,20141231,2014,INDL,C,D,STD,USD,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,A,21.04,525910
17339,20141231,2014,INDL,C,D,STD,USD,,,,,,,5.555,,,,,,,,,,,,,,,,,,,,,,,A,18.86,525910
17340,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,I,45,525910
17341,20141231,2014,INDL,C,D,STD,USD,,422.213,14.0939,0.243,41.371,8.926,8.912,19.877,104.954,106.199,7.523,22.421,31.094,0.237,1.07,5.167,1.89,-23.695,30.192,296.608,9.506,18.349,0,72.465,72.465,125.605,-13.544,7.393,41.371,A,22.59,221310
17349,20141031,2014,INDL,C,D,STD,USD,,1.07,0.0112,0.977,0.003,49.909,50.643,0.154,0,0.154,0,-1.095,-1.093,0.012,-0.02,1.217,0,-0.002,0.505,0.505,-1.059,-0.59,0,0.917,0.917,0.565,0.559,0.015,2.01,A,1.49,519130
17350,20141231,2014,INDL,C,D,STD,USD,,127.204,3.5242,121.042,74.74,26.807,30.806,3.436,1.124,4.56,0,-65.766,-65.642,0.055,-2.49,76.144,0,-0.191,17.276,18.638,-66.742,-57.623,0,9.098,9.098,108.566,109.321,1.017,74.74,A,39.71,325414
17360,20141231,2014,INDL,C,D,STD,USD,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,A,33.6036,525910
17362,20141231,2014,INDL,C,D,STD,USD,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,A,32.88,525910
17367,20141231,2014,INDL,C,D,STD,USD,,1346.492,22.0729,67.303,6.13,7.878,7.873,53.48,37.456,,7.237,28.296,31.098,0.284,1.62,23.823,2.735,-40.561,,1172.712,12.741,16.36,0,58.631,58.631,173.78,,,27.533,A,24.81,522110
17367,20141231,2014,FS,C,D,STD,USD,,1346.492,,,,,,53.48,37.456,,7.237,,,0.284,,,,,,1172.712,,,0,58.631,,173.78,,5.73,,A,24.81,522110
17376,20141231,2014,INDL,C,D,STD,USD,,128.217,3.0163,68.253,27.641,34.21,35.181,2.587,0.621,3.208,0,-33.633,-24.928,0.571,-0.97,0.85,0,-12.614,20.429,22.1,-33.171,-24.39,0,99.354,99.354,106.117,71.301,0.177,124.282,A,8.46,519130
17379,20141231,2014,INDL,C,D,STD,CAD,,41.583,11.8384,0.495,0.846,3.531,3.466,0,0,0,1.81,0.657,0.657,,1.84,-3.131,0,0,,0.551,6.506,2.639,0,1.503,1.503,41.032,,0,0.846,A,11.02,525990
17380,20141231,2014,INDL,C,D,STD,USD,,433.715,7.8582,29.57,72.852,18.261,24.336,4.203,218.463,222.666,15.067,9.419,,0.008,0.12,172.711,0,-207.362,17.039,242.479,2.128,17.155,0,93.239,93.239,191.236,18.29,7.899,83.82,A,,531120
17386,20141231,2014,INDL,C,D,STD,USD,,13.041,0.0995,3.133,1.387,75.32,92.763,2,0,0,0,-10.04,-5.929,,-0.14,9.134,0.327,-1.86,3.815,3.815,-10.475,-5.979,0,5.56,5.56,9.226,1.918,0.388,11.489,A,0.6056,334413
17388,20141231,2014,INDL,C,D,STD,USD,,1021.623,11.6515,61.365,3.313,9.6,9.055,87.669,55.405,,2.519,19.134,20.452,0.261,0.97,1.164,6.4,-27.249,,916.119,8.923,10.095,0,43.81,43.81,105.504,,,23.358,A,12.49,522110
17388,20141231,2014,FS,C,D,STD,USD,,1021.623,,,,,,87.669,55.405,,2.519,,,0.261,,,,,,916.119,,,0,43.81,,105.504,,3.313,,A,12.49,522110
17392,20141231,2014,INDL,C,D,STD,USD,,0.492,-0.0043,0.005,0.036,108.291,112.868,0.928,0,0,0,-0.835,-0.829,0.001,-0.01,0.262,0.029,-0.031,0.973,0.973,-0.835,-0.242,0,0.048,0.048,-0.481,-0.891,0,0.877,A,0.231,519130
17402,20141231,2014,INDL,C,D,STD,USD,,,,,,,38.422,,,,,,,,,,,,,,,,,,,,,,,A,16.77,525990
17408,20141231,2014,INDL,C,D,STD,USD,,1370.456,14.5578,62.526,131.009,55.483,55.347,58.35,484.509,542.859,0,115.463,161.272,0.029,1.52,-33.453,4.811,-228.605,80.217,564.726,84.468,129.844,0,304.875,304.875,805.73,4.28,30.321,143.603,A,21.06,483111
17411,20141231,2014,INDL,C,D,STD,USD,,,,,,,14.464,,,,,,,,,,,,,,,,,,,,,,,A,15.96,525990
