gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,act,ceq,che,ci,csho,dlc,dltt,dt,dvt,ebitda,emp,fincf,icapt,idit,intan,invt,ivncf,ivst,lct,oancf,ppegt,pstk,rect,revt,seq,tfva,txt,xint,xlr,xopr,costat,prcc_c,naics
160164,20141130,2014,INDL,C,D,STD,ALTIMA RESOURCES LTD,CAD,3.5730,18.5700,1.2240,-1.2940,315.7170,5.3900,0.0670,5.457,0.0000,-0.0900,,-0.2160,18.6370,0.0180,0.0000,0.0000,1.3300,0.0000,10.6200,0.0720,26.1220,0.0000,2.3010,1.5280,18.5700,1.2240,0.0000,0.7810,,1.6180,A,0.0300,211111
160173,20141231,2014,INDL,C,D,STD,ARBOR REALTY TRUST INC,USD,,446.1590,268.5180,96.3610,50.4770,347.3240,912.6840,1079.622,33.2860,,0.0370,-185.7190,1448.1390,0.0000,0.0000,0.0000,144.9520,218.1000,,30.7950,,89.2960,1459.5120,141.2510,535.4550,2.5020,0.0000,47.9040,13.9780,68.6480,A,6.7700,531190
160173,20141231,2014,FS,C,D,STD,ARBOR REALTY TRUST INC,USD,,446.1590,,,,354.9700,905.0380,,33.2860,,0.0370,,1440.4930,106.7160,0.0000,0.0000,,218.1000,,,0.0000,89.2960,,142.8550,535.4550,,0.0000,47.9030,13.9780,,A,6.7700,531190
160177,20140731,2014,INDL,C,D,STD,ISHARES NYSE 100 ETF,USD,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,I,86.1000,525910
160179,20140731,2014,INDL,C,D,STD,ISHARES NYSE COMPOSITE ETF,USD,,,,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,I,93.9800,525910
160181,20141231,2014,INDL,C,D,STD,AFFIRMATIVE INS HOLDINGS INC,USD,,-134.3990,36.3730,-32.0890,16.1550,20.1690,106.5160,126.685,0.0000,-25.0030,0.4890,-10.5620,-27.8830,0.0000,1.5000,0.0000,41.1280,12.5100,,-51.2720,67.5160,0.0000,236.7560,143.5330,-134.3990,37.7860,-1.7020,12.9540,,168.5360,A,1.2400,524126
160181,20141231,2014,FS,C,D,STD,AFFIRMATIVE INS HOLDINGS INC,USD,,-134.3990,,,,20.1690,106.5160,,0.0000,,0.4890,,-27.8830,,1.5000,,,4.7940,,,67.5160,0.0000,,144.7980,-134.3990,,-1.7020,12.9540,,,A,1.2400,524126
160183,20141231,2014,INDL,C,D,STD,LIFE TIME FITNESS INC,USD,108.7370,1105.1240,9.1750,110.5520,39.0160,23.9290,1232.9460,1256.875,0.0000,377.4340,24.6000,184.4670,2338.0700,,103.6430,35.9360,-444.1930,0.0000,200.5530,260.7120,3235.5210,0.0000,23.1950,1290.6200,1105.1240,0.0000,73.7510,45.0960,,913.1860,I,56.6200,713940
160196,20141231,2014,INDL,C,D,STD,AMERICAN LORAIN CORP,USD,201.9290,196.7450,34.4750,4.2740,34.9170,70.3760,35.2900,54.516,0.0000,21.1760,2.7200,-3.6520,245.0560,0.2300,27.8660,51.6480,-11.1620,4.1950,91.4860,11.3860,136.8520,0.0000,66.9900,217.5540,196.7450,,3.0900,8.3470,,196.3780,A,0.9500,311911
160204,20141231,2014,INDL,C,D,STD,THRESHOLD PHARMACEUTICALS,USD,66.6800,-23.9760,58.6000,-21.6250,62.8980,0.0000,0.0000,0,0.0000,-30.8510,0.0610,5.5200,-23.9760,,0.0000,0.0000,23.3270,50.2090,25.9740,-27.7350,2.8650,0.0000,7.2480,14.7220,-23.9760,58.5770,-0.2020,,,45.5730,A,3.1800,325412
160207,20141231,2014,INDL,C,D,STD,STONEMOR PARTNERS LP,USD,101.8780,208.7620,10.4010,-10.7730,29.2040,2.2510,294.1450,296.396,62.8360,27.1290,3.3800,102.4360,502.9070,0.0000,127.8260,5.6000,-123.6580,0.0000,38.8520,19.4480,157.4680,0.0000,62.5030,288.0850,208.7620,821.6060,3.9130,21.6100,,260.9560,A,25.7700,812220
160211,20141231,2014,INDL,C,D,STD,DOMINO'S PIZZA INC,USD,428.3610,-1219.4650,151.8090,161.9100,55.5530,0.5650,1523.5460,1524.111,55.3000,385.2780,11.0000,-118.8980,304.0810,0.1430,16.2970,37.9440,-57.4430,120.9540,265.6080,192.3390,310.2200,0.0000,120.3910,1993.8330,-1219.4650,113.9970,96.0360,86.8810,,1608.5550,A,94.1700,722511
160213,20150331,2014,INDL,C,D,STD,GSI TECHNOLOGY INC,USD,77.9430,96.3960,58.9770,-4.9850,23.1280,0.0000,0.0000,0,0.0000,-4.2370,0.1380,-29.0740,96.3960,,0.3930,8.4120,23.2090,22.2010,11.7130,1.1210,29.1130,0.0000,8.6070,53.4980,96.3960,48.3500,-0.6750,,,57.7350,A,4.9900,334413
160214,20141231,2014,INDL,C,D,STD,SARATOGA RESOURCES INC,USD,15.8470,-106.0570,10.9110,-143.9110,30.9870,179.1310,0.0000,178.801,0.0000,-96.4950,0.0320,-1.8480,-106.0570,0.0480,0.0000,0.0000,-14.7370,0.0000,201.5710,-5.0510,302.4300,0.0000,3.7790,54.3540,-106.0570,0.0000,0.1900,24.3020,,150.8490,A,0.2170,211111
160216,20140930,2014,INDL,C,D,STD,MULTI-FINELINE ELECTRON INC,USD,331.6050,310.3250,99.1870,-84.6460,24.2300,0.0000,0.0000,0,0.0000,10.4050,5.9300,-0.0800,310.3250,1.0250,3.0910,75.9980,-10.7480,0.5200,187.8530,4.2730,401.0360,0.0000,137.1440,633.1530,310.3250,19.1180,12.0910,0.4970,,622.7480,A,11.2300,334412
160225,20141231,2014,INDL,C,D,STD,MASTERCARD INC,USD,10997.0000,6790.0000,6845.0000,3179.0000,1152.5620,41.0000,1494.0000,1494,569.0000,5514.0000,10.3000,-2339.0000,8318.0000,26.0000,2236.0000,0.0000,690.0000,1708.0000,6222.0000,3407.0000,1052.0000,0.0000,2161.0000,9473.0000,6790.0000,1199.0000,1462.0000,48.0000,2064.0000,3959.0000,A,86.1600,522320
160225,20141231,2014,FS,C,D,STD,MASTERCARD INC,USD,10997.0000,6790.0000,,,,41.0000,1494.0000,,569.0000,,10.3000,,8440.0000,26.0000,2236.0000,0.0000,,540.0000,6222.0000,,1052.0000,0.0000,,9494.0000,6790.0000,,1462.0000,48.0000,2064.0000,,A,86.1600,522320
160233,20140630,2014,INDL,C,D,STD,PROSPECT CAPITAL CORP,USD,,3618.1820,134.2250,319.0200,342.6270,0.0000,2773.0510,2773.051,403.1880,481.5010,,1656.3760,6391.2330,0.0000,0.0000,0.0000,0.0000,,,-1725.3870,0.0000,0.0000,24.5840,706.4660,3618.1820,6253.7390,0.0000,130.1030,,224.9650,A,8.2600,523999
160233,20140630,2014,FS,C,D,STD,PROSPECT CAPITAL CORP,USD,,3618.1820,,,,0.0000,2773.0510,,403.1880,,,,6391.2330,613.8910,0.0000,0.0000,,0.0000,,,0.0000,0.0000,,668.2630,3618.1820,,0.0000,130.1030,,,A,8.2600,523999
160252,20140731,2014,INDL,C,D,STD,NUVEEN FLOATNG RATE INCME FD,USD,,,,,55.1690,,,,,,,,,,,,,,,,,,,,,,,,,,A,10.9900,525990
160255,20141231,2014,INDL,C,D,STD,HOSPIRA INC,USD,2954.2000,3336.6000,802.4000,168.3000,170.4000,6.8000,1749.2000,1756,0.0000,842.1000,19.0000,71.5000,5085.8000,6.8000,1212.5000,1133.3000,-709.4000,0.0000,1300.1000,661.4000,3607.2000,0.0000,719.2000,4463.7000,3336.6000,197.7000,71.9000,108.8000,,3621.6000,I,61.2500,325412
160282,20141231,2014,INDL,C,D,STD,XERIUM TECHNOLOGIES INC,USD,200.3220,-74.1100,9.5170,-63.2680,15.5610,4.6500,464.7850,469.191,0.0000,112.6190,3.1000,20.6930,390.6750,,63.8630,83.5500,-41.7880,0.0000,102.5860,6.8920,855.1900,0.0000,83.0690,542.9320,-74.1100,0.0000,30.0800,36.7680,,430.3130,A,15.7800,333243
160287,20141031,2014,INDL,C,D,STD,EATON VANCE TAX AD GLB DV OP,USD,,,,,14.5190,,,,,,,,,,,,,,,,,,,,,,,,,,A,24.3100,525990
160288,20141231,2014,INDL,C,D,STD,LAZARD GLOBAL TOTAL RET INCM,USD,,,,,9.6050,,,,,,,,,,,,,,,,,,,,,,,,,,A,15.8100,525990
160293,20141231,2014,INDL,C,D,STD,NORTHSTAR REALTY FINANCE CP,USD,,3457.5770,692.0200,-266.4540,301.6840,116.3760,9841.0920,9957.468,438.2560,,0.0240,6572.5180,14554.7480,0.0000,661.5630,905.2250,-7054.2270,395.0560,,144.8560,,939.1180,244.4350,1139.5530,4396.6950,2120.2340,-0.1570,244.0510,26.4810,868.2630,A,17.5800,531120
160293,20141231,2014,FS,C,D,STD,NORTHSTAR REALTY FINANCE CP,USD,,3457.5770,,,,116.3760,9841.0920,,438.2560,,0.0240,,14593.0510,310.1170,661.5630,55.7230,,395.0560,,,0.0000,939.1180,,830.6220,4396.6950,,-0.1570,244.0510,26.4810,,A,17.5800,531120
160295,20141231,2014,INDL,C,D,STD,LAKEVIEW HOTEL INVESTMENT,CAD,3.4560,-10.5040,1.2010,2.1920,19.5580,3.7860,85.8220,89.608,0.0000,9.1940,,-8.4150,75.3180,0.0000,0.0270,0.0940,5.9240,0.7210,6.3550,2.1580,0.0000,0.0000,1.9890,39.5440,-10.5040,1.2010,0.0000,6.7630,,30.3500,A,0.5800,721110
160303,20141231,2014,INDL,C,D,STD,BLACKROCK ENHANCED CAP & INC,USD,,,,,44.1210,,,,,,,,,,,,,,,,,,,,,,,,,,A,13.9700,525990
160305,20140831,2014,INDL,C,D,STD,WELLS FARGO ADV UTILS & HIGH,USD,,,,,9.2310,,,,,,,,,,,,,,,,,,,,,,,,,,A,12.8000,525990
160317,20141231,2014,INDL,C,D,STD,CAPSTONE INFRASTRUCTURE CORP,CAD,234.6020,444.6860,124.7200,61.7700,96.8220,25.8430,1198.2570,1224.1,32.9000,217.2600,,154.5130,1905.0360,4.2340,342.0120,4.0740,-297.4250,65.8780,164.9080,155.7180,1735.3630,72.0200,96.0030,441.5780,516.7060,1.3280,9.9750,53.9080,7.5280,224.3180,A,3.2000,22111
160329,20141231,2014,INDL,C,D,STD,ALPHABET INC,USD,80685.0000,104500.0000,64395.0000,14346.0000,680.1720,2009.0000,3228.0000,3238,0.0000,21476.0000,53.6000,-1439.0000,107728.0000,746.0000,20206.0000,,-21055.0000,46048.0000,16805.0000,22376.0000,32746.0000,0.0000,11556.0000,66001.0000,104500.0000,55384.0000,3331.0000,101.0000,,44525.0000,A,530.6600,519130
160331,20141231,2014,INDL,C,D,STD,URANERZ ENERGY CORP,USD,15.5850,-5.9450,6.0180,-12.2810,95.8950,2.1720,17.1240,19.296,0.0000,-10.9100,0.0570,10.9710,11.2880,0.0260,0.0000,1.9570,-0.2650,0.0000,5.6700,-16.6040,2.1490,0.0000,6.1060,10.0070,-5.9450,,0.0000,1.2310,,20.9170,I,1.1200,212291
160340,20141231,2014,INDL,C,D,STD,MANNKIND CORP,USD,201.1530,-73.7700,120.8410,-198.3920,406.0590,172.3500,49.5210,148.876,0.0000,-169.8270,0.2870,70.0620,-24.2490,0.0090,0.0000,9.6700,-24.0970,0.0000,403.3530,4.0860,310.3480,0.0000,50.4360,0.0000,-73.7700,,0.0000,21.2430,,169.8270,A,5.2150,325412
160341,20141231,2014,INDL,C,D,STD,W&T OFFSHORE INC,USD,182.5620,509.3080,23.6660,-11.6610,75.8990,0.0000,1360.0570,1360.057,30.2600,569.2050,0.3390,126.3950,1869.3650,,0.0000,0.0000,-629.9520,0.0000,284.4980,511.4230,8068.9350,0.0000,110.8870,948.7080,509.3080,0.0000,-4.4590,86.9220,,379.5030,A,7.3400,211111
160362,20141231,2014,INDL,C,D,STD,YASHENG GROUP,USD,469.8290,2421.7810,11.9070,139.4810,155.0970,8.4630,0.0000,3.56,0.0000,150.8560,10.0000,-6.0290,2421.7810,,1097.7620,341.7560,-110.0850,0.0000,37.1760,116.1370,1022.3680,0.0000,112.0950,1012.1360,2421.7810,,0.0000,0.6670,,861.2800,A,0.6000,111219
160367,20141231,2014,INDL,C,D,STD,CAREVIEW COMMUNICATIONS INC,USD,3.5030,-14.8680,2.5460,-14.5100,139.3810,0.0000,23.7170,23.717,0.0000,-5.1280,0.0480,3.9760,8.4120,0.0040,0.2610,0.0000,-1.0140,0.0000,1.2280,-4.5410,11.2220,0.0000,0.6800,3.0610,-14.8680,0.0000,0.0000,7.8190,,8.1890,A,0.3303,511210
160373,20141231,2014,INDL,C,D,STD,MORNINGSTAR INC,USD,399.7730,653.4960,224.5720,48.2430,44.3460,30.0000,0.0000,0,31.2110,221.4800,3.7600,-71.6790,654.3980,2.5620,465.9590,0.0000,-31.2160,39.4220,293.7590,132.2210,250.4940,0.0000,143.6050,760.0710,653.4960,22.0040,35.6780,0.5120,,538.5910,A,64.7100,519130
160375,20141231,2014,INDL,C,D,STD,STEREOTAXIS INC,USD,21.2180,-12.5500,7.2710,-5.2020,20.4770,0.0000,18.3890,18.389,0.0000,-4.6700,0.1330,2.7110,5.8390,0.0070,1.3790,6.3720,-0.1240,0.0000,16.6510,-9.0920,10.8970,0.0000,6.4800,35.0110,-12.5500,5.3610,0.0000,3.3350,,39.6810,A,1.4800,334510
160376,20141231,2014,INDL,C,D,STD,TEXAS ROADHOUSE INC,USD,147.7260,607.8920,86.1220,91.8470,69.6290,0.1290,50.6930,50.822,41.7760,190.2540,43.3000,-76.2250,665.6490,,122.7740,14.2560,-124.2400,0.0000,215.9710,191.7130,996.8590,0.0000,34.0230,1582.1480,607.8920,14.9630,38.9900,2.7840,459.1190,1391.8940,A,33.7600,722511
160378,20141231,2014,INDL,C,D,STD,GRAMERCY PROPERTY TRUST INC,USD,,822.3870,201.3130,52.3710,186.9460,3.8770,465.6010,469.478,27.6030,,0.1030,595.1710,1388.5110,0.0000,205.0190,0.0000,-471.1740,1.2440,,32.7870,,84.3940,16.8830,109.8990,906.7810,169.2940,0.8090,16.6530,,104.4310,A,6.9000,531120
160378,20141231,2014,FS,C,D,STD,GRAMERCY PROPERTY TRUST INC,USD,,822.3870,,,,3.8770,465.6010,,27.6030,,0.1030,,1388.5110,,205.0190,0.0000,,1.2440,,,0.0000,84.3940,,109.9820,906.7810,,0.8090,16.6530,,,A,6.9000,531120
160381,20141231,2014,INDL,C,D,STD,CENCOSUD SA,USD,4957.0750,7086.6160,433.8940,124.1130,942.9080,1178.4460,3966.8850,5145.331,78.9660,1180.9600,153.2340,-185.5370,11052.1280,,3438.8530,1807.2000,-385.3370,72.5370,5182.1100,644.2840,9339.3640,0.0000,1292.6480,17872.8460,7086.6160,550.3120,207.9130,356.2770,2322.4050,16691.8860,A,7.6900,445110
160417,20141231,2014,INDL,C,D,STD,QC HOLDINGS INC,USD,77.7420,70.3550,15.1700,5.4460,17.3150,12.0000,3.4150,15.415,0.8810,15.4740,1.2700,-10.5120,73.7700,,,0.0000,-1.1370,0.9500,22.2470,13.3590,39.7890,0.0000,55.7440,153.0650,70.3550,,3.3510,1.3690,33.1990,137.5910,A,1.6400,522291
160417,20141231,2014,FS,C,D,STD,QC HOLDINGS INC,USD,77.7420,70.3550,,,,12.0000,3.4150,,0.8810,,1.2700,,73.7700,,,0.0000,,0.9500,22.2470,,39.7890,0.0000,,153.0650,70.3550,,3.3510,1.3690,33.1990,,A,1.6400,522291
160423,20141231,2014,INDL,C,D,STD,BANKWELL FINANCIAL GROUP INC,USD,,118.2300,48.5590,4.6750,7.1850,109.0000,20.0000,,0.1100,14.5930,0.1300,196.0750,149.2100,,3.4370,1.5360,-238.6990,0.0000,,9.1700,,10.9800,915.9810,38.6300,129.2100,65.0090,2.1690,,13.5340,24.0370,A,21.0000,522110
160423,20141231,2014,FS,C,D,STD,BANKWELL FINANCIAL GROUP INC,USD,,118.2300,,4.6750,,109.0000,20.0000,,0.1100,,0.1300,,149.2100,35.5890,3.4370,,,0.0000,,,,10.9800,,38.6300,129.2100,,2.1690,3.9290,13.5340,,A,21.0000,522110
160424,20141231,2014,INDL,C,D,STD,CANWEL BUILDING MATLS GP LTD,CAD,170.9750,101.3860,0.0000,11.2810,28.7180,8.1740,131.1710,133.071,16.0770,28.7040,0.4750,-7.6990,232.5570,,100.3810,111.6160,-2.9430,0.0000,53.5670,10.3460,40.5900,0.0000,56.4560,759.4680,101.3860,,4.7830,6.5350,40.5370,730.7640,A,5.9000,4233
160448,20141231,2014,INDL,C,D,STD,SMARTPROS LTD,USD,7.3000,7.6690,4.8110,-1.6350,4.5980,0.0000,0.0000,0,0.2800,0.6240,0.0570,-0.4420,7.6690,,5.7520,0.0000,-0.7880,0.0000,6.0440,0.7370,4.3660,0.0000,1.6690,13.4880,7.6690,,0.4040,0.0000,,12.8640,A,1.5900,611430
160453,20141231,2014,INDL,C,D,STD,AG GROWTH INTERNATIONAL,CAD,195.8180,209.7260,25.5450,15.5730,13.1660,49.1760,108.3820,108.382,31.4760,63.3480,1.5350,-74.9870,318.1080,,146.9740,71.0310,-29.0610,0.2500,113.9750,20.6120,134.1710,0.0000,90.1390,400.1450,209.7260,0.9000,32.0990,9.9250,104.6500,336.7970,A,56.5100,333111
160471,20141231,2014,INDL,C,D,STD,CHINA EDUCATION ALLIANCE INC,USD,23.7780,30.2470,22.6960,-39.3770,10.4450,0.0000,0.0000,0,0.0000,-31.7960,1.0710,0.0000,29.2970,0.1470,0.9610,0.0000,-1.6070,0.0000,1.9980,-31.7490,21.9030,0.0000,0.1000,2.7280,30.2470,,0.0000,0.0000,,34.5240,A,0.0600,611691
160474,20141231,2014,INDL,C,D,STD,METALICO INC,USD,98.3620,117.7010,3.7570,-45.0660,70.2820,6.5130,72.8690,79.382,0.0000,12.3930,0.5490,-42.2430,190.5700,0.0000,33.4300,46.1260,21.2220,0.0000,20.9220,17.7220,157.0500,0.0000,42.3490,476.0370,117.7010,0.0000,1.1590,9.8990,,463.6440,I,0.3400,331492
160479,20141231,2014,INDL,C,D,STD,EXTRA SPACE STORAGE INC,USD,,1737.4250,72.9080,183.8350,116.3600,251.4660,2118.4180,2369.884,210.0910,,2.6430,148.3070,4030.4010,0.0000,7.1300,0.0000,-564.9480,25.2450,,337.5810,24.9130,0.0000,53.3850,668.1750,1737.4250,3.5830,7.5700,84.0130,,368.6870,A,58.6400,531130
160479,20141231,2014,FS,C,D,STD,EXTRA SPACE STORAGE INC,USD,,1737.4250,,,,251.4660,2118.4180,,210.0910,,2.6430,,4035.7680,6.4570,7.1300,17.8700,,25.2450,,,24.9130,0.0000,,657.8900,1737.4250,,7.5700,84.0130,,,A,58.6400,531130
160488,20141231,2014,INDL,C,D,STD,NEUROMETRIX INC,USD,11.0900,3.3870,9.2220,-7.7660,8.1530,0.0000,0.0000,0,2.9560,-8.6250,0.0320,7.9320,3.3870,0.0050,0.0000,0.6800,-0.2280,0.0000,2.6980,-7.6780,2.8270,0.0000,0.5800,5.5130,3.3870,4.1070,0.0000,,,14.1380,A,1.9500,339112
160541,20141231,2014,INDL,C,D,STD,HERCULES TECH GROWTH CAP INC,USD,,658.8640,239.7760,71.1880,64.7150,16.0810,610.1770,626.258,78.5620,107.5570,0.0650,-8.1670,1269.0410,0.0000,0.0000,0.0000,-6.5540,12.6600,,-26.5310,,0.0000,9.4530,143.6650,658.8640,644.5400,0.0000,33.9600,26.1650,36.1080,A,14.8800,523999
160541,20141231,2014,FS,C,D,STD,HERCULES TECH GROWTH CAP INC,USD,,658.8640,,,,0.0000,626.2580,,78.5620,,0.0650,,1285.1220,126.6180,0.0000,0.0000,,12.6600,,,,0.0000,,143.1030,658.8640,,0.0000,33.9600,26.1650,,A,14.8800,523999
160546,20141231,2014,INDL,C,D,STD,WASHINGTONFIRST BANKSHARES,USD,,121.1910,62.3060,11.3670,9.5660,28.2370,76.0740,,1.5180,23.0160,0.1740,60.1200,210.6120,,6.8940,1.4290,-120.0500,58.9100,,13.0720,,13.3470,1055.8010,57.1170,134.5380,166.5080,4.3530,,18.1010,34.1010,A,15.1300,522110
160546,20141231,2014,FS,C,D,STD,WASHINGTONFIRST BANKSHARES,USD,,121.1910,,11.3670,,28.2370,76.0740,,1.5180,,0.1740,,210.6120,55.1190,6.8940,,,58.9100,,,,13.3470,,57.1170,134.5380,,4.3530,7.2190,18.1010,,A,15.1300,522110
160549,20141231,2014,INDL,C,D,STD,LIBERTY GLOBAL PLC,USD,3920.5000,14714.5000,1158.5000,-1530.1000,887.1670,1550.9000,44608.1000,46159,0.0000,8265.1000,38.0000,-4261.3000,58724.1000,,38748.4000,0.0000,-2803.4000,,9190.3000,5603.2000,36524.8000,0.0000,1499.5000,18248.3000,14714.5000,3424.1000,-75.0000,2544.7000,,9983.2000,A,48.3100,515210
160550,20141231,2014,INDL,C,D,STD,GABELLI GLOBAL UTIL &INCM TR,USD,,,,,4.1190,,,,,,,,,,,,,,,,,,,,,,,,,,A,19.4348,525990
160551,20141031,2014,INDL,C,D,STD,BLACKROCK DIVIDEND INCOME TR,USD,,,,,6.0330,,,,,,,,,,,,,,,,,,,,,,,,,,I,13.2400,525990
160554,20150531,2014,INDL,C,D,STD,FIRST TRUST SR FLOAT RATE II,USD,,,,,26.6970,,,,,,,,,,,,,,,,,,,,,,,,,,A,13.0100,525990
160555,20141231,2014,INDL,C,D,STD,MICRONET ENERTEC TECH INC,USD,37.0570,14.1200,14.9980,-3.4600,5.8560,10.4160,3.9750,6.54,0.0000,-0.0900,0.0870,5.2590,24.2240,,5.5840,6.6580,-7.6550,6.4060,20.6230,-1.3280,4.5520,0.0000,14.9060,34.2380,14.1200,14.9980,0.2420,0.2960,,34.3280,A,3.5599,334511
160562,20150531,2014,INDL,C,D,STD,FULL METAL MINERALS LTD,CAD,0.3660,0.0210,0.0550,2.7030,5.9310,0.0000,0.0000,0,0.0000,-0.6290,,0.1160,0.0210,0.0000,0.0000,0.0000,0.2560,0.0370,0.3930,-0.4500,0.3570,0.0000,0.2980,0.0000,0.0210,0.0180,0.0000,0.0020,-0.0010,0.6290,A,0.0500,212221
160570,20141231,2014,INDL,C,D,STD,COMMERCIAL VEHICLE GROUP INC,USD,309.2720,58.8010,70.0910,-3.3490,29.1490,0.0000,250.0000,250,0.0000,54.0300,6.8500,0.5140,308.8360,,26.6450,83.7760,-12.2890,0.0000,107.5120,9.5190,197.2930,0.0000,139.9120,839.7430,58.8010,0.2320,5.1310,20.7160,,785.7130,A,6.6600,336390
160571,20150131,2014,INDL,C,D,STD,NEW YORK & CO INC,USD,193.8000,99.3590,70.8020,-17.9600,64.2360,1.4190,15.4960,16.915,0.0000,20.8710,6.4000,14.0970,114.8550,0.0050,14.8790,93.7910,-26.5270,1.5090,147.2690,12.0000,400.3600,0.0000,7.5050,923.3320,99.3590,,0.7160,0.5780,,902.4610,A,2.6400,448120
160578,20140930,2014,INDL,C,D,STD,OHR PHARMACEUTICAL INC,USD,13.3540,26.7520,13.2200,-9.1310,25.2540,0.0440,0.0000,0,0.0000,-8.6560,0.0130,16.9730,26.7520,0.0000,18.5520,0.0000,-3.5150,0.0000,5.2730,-5.3600,0.1510,0.0000,0.0000,0.0000,26.7520,0.0000,0.0000,0.0060,2.7960,8.6560,A,8.3400,325412
160582,20141231,2014,INDL,C,D,STD,VICWEST INC,CAD,142.6240,16.5700,6.2650,1.6580,17.6480,74.2390,33.8770,108.116,10.5730,27.5380,1.1330,-1.5270,61.1200,0.0290,19.6520,68.7320,-11.4820,0.0000,155.3790,16.5890,114.3360,0.0000,63.0320,472.4880,16.5700,71.7900,2.2010,9.1280,97.2790,444.9500,I,12.5400,3323
160592,20140630,2014,INDL,C,D,STD,SYNTHESIS ENERGY SYSTEMS INC,USD,21.8210,81.9340,19.4070,-13.8990,73.1070,3.2510,0.0000,0,0.0000,-12.0620,0.2130,15.4690,81.2880,0.0330,2.4060,0.8650,-2.4390,0.0000,10.4180,-9.5000,46.6890,0.0000,0.6760,17.5070,81.9340,17.0210,0.0000,0.3810,,29.5690,A,0.9470,324199
160598,20140930,2014,INDL,C,D,STD,BEACON ROOFING SUPPLY INC,USD,798.3380,817.1010,54.4720,47.6430,49.3930,35.1160,216.4600,233.062,0.0000,129.2570,3.1790,-9.7980,1033.5610,0.0000,540.2620,301.6260,-37.3160,0.0000,336.2350,55.4970,225.1770,0.0000,360.8020,2326.9050,817.1010,0.0000,34.9220,10.0950,,2197.6480,A,27.8000,423330
160621,20141231,2014,INDL,C,D,STD,SHIP FINANCE INTL LTD,USD,340.2250,1153.4920,124.4740,109.4210,93.4040,182.4150,1550.0440,1732.459,152.1420,200.4080,0.0070,-118.2840,2703.5360,40.4510,0.0000,6.9270,-21.9400,73.6560,213.7550,132.4010,1803.0770,0.0000,203.7490,327.4870,1153.4920,76.9500,0.0000,86.3710,,127.0790,A,14.1200,522220
160621,20141231,2014,FS,C,D,STD,SHIP FINANCE INTL LTD,USD,340.2250,1153.4920,,,,182.4150,1550.0440,,152.1420,,0.0070,,2703.5360,85.8140,0.0000,6.9270,,0.0000,213.7550,,1803.0770,0.0000,,409.4240,1153.4920,,0.0000,86.3710,,,A,14.1200,522220
160628,20141231,2014,INDL,C,D,STD,GOL LINHAS AEREAS INTELIGENT,USD,1124.1950,,848.5140,-465.9990,137.2310,393.4460,1929.1890,2147.549,0.0000,365.5990,16.8750,-116.5470,1803.8360,,645.3280,52.2090,-102.0590,133.6950,1585.9070,364.6730,2225.2890,,163.2080,3789.5620,-195.1540,958.4730,61.9660,233.5760,50.4820,3423.9630,A,5.7500,481111
160631,20141231,2014,INDL,C,D,STD,KONGZHONG CORP -ADR,USD,269.0630,321.9300,219.7490,24.5560,47.0520,42.4290,0.0000,0,40.9990,39.6450,1.0910,-16.9140,321.9300,8.8650,145.5290,0.0000,-32.1180,114.6560,100.7910,31.0690,23.5840,0.0000,37.4820,227.2620,321.9300,60.7910,1.0480,0.8950,,187.6170,A,5.4100,511210
160635,20141231,2014,INDL,C,D,STD,VIASPACE INC,USD,0.2630,-0.5640,0.0130,-0.7520,1562.4320,0.0000,0.0000,0,0.0000,-0.6190,0.0040,0.1750,-0.5640,0.0000,0.0000,0.0000,0.0000,0.0000,0.8280,-0.1680,0.0000,0.0000,0.0000,0.1530,-0.5640,,0.0000,0.1380,,0.7720,A,0.0090,111998
160644,20141031,2014,INDL,C,D,STD,IMVESCOR RESTAURANT GRP INC,CAD,18.5420,70.4790,10.3980,5.8760,45.0500,30.5400,0.0000,30.54,0.0000,16.2970,0.2520,-1.6670,70.4790,0.0730,97.2360,0.7320,-3.4570,0.0000,42.9300,10.1580,7.1920,0.0000,6.9750,47.2420,70.4790,,2.6430,2.3360,14.3440,30.9450,A,1.6800,533110
160661,20141231,2014,INDL,C,D,STD,POLYPORE INTERNATIONAL INC,USD,284.0620,609.8720,44.4580,-12.9720,44.8590,25.0000,462.5000,487.5,0.0000,140.0340,2.4000,-194.3790,1079.8340,,516.8830,101.1760,-30.8250,0.0000,104.3650,112.1290,864.8420,0.0000,121.7550,658.3580,609.8720,,9.7280,22.0070,,518.3240,I,47.0500,339999
160667,20141231,2014,INDL,C,D,STD,SI FINANCIAL GROUP INC,USD,,157.7390,39.2510,5.3540,12.7760,47.2940,109.2310,,1.4750,20.1800,0.2990,-3.4900,266.9700,,18.6970,2.0180,-2.3400,20.2860,,17.7600,,0.0000,1044.8640,57.6870,157.7390,173.0990,1.9880,,20.0010,37.5070,A,11.3300,522120
160667,20141231,2014,FS,C,D,STD,SI FINANCIAL GROUP INC,USD,,157.7390,,5.3540,,47.2940,109.2310,,1.4750,,0.2990,,266.9700,47.5210,18.6970,,,20.2860,,,,0.0000,,57.6870,157.7390,,1.9880,8.2430,20.0010,,A,11.3300,522120
